month,side,pnl,liq
2023-05,롱,183.45185413154832,False
2023-05,롱,-13.189651962347853,False
2023-05,롱,9.042047899598401,False
2023-05,롱,-145.70274748504926,False
2023-05,숏,27.536842455954684,False
2023-05,숏,-36.991259727037686,False
2023-05,숏,33.416853901153445,False
2023-05,숏,-10.206809183559017,False
2023-05,숏,-20.61074224978438,False
2023-05,숏,-9.961864746732317,False
2023-05,숏,-15.182374684434762,False
2023-05,숏,14.20261755177853,False
2023-05,숏,-5.771725952947236,False
2023-05,숏,-12.935064233763114,False
2023-05,숏,-22.625202200692,False
2023-05,숏,9.57843900714397,False
2023-05,숏,14.02215420797802,False
2023-05,숏,24.719574029275464,False
2023-05,숏,-71.76917838916415,False
2023-05,롱,29.497956094448455,False
2023-05,롱,-10.425801485038392,False
2023-05,롱,-122.24911247975615,False
2023-06,롱,25.558251856311472,False
2023-06,롱,25.468026105440003,False
2023-06,숏,-16.08441690552536,False
2023-06,숏,13.900735338105733,False
2023-06,숏,-19.879119102230106,False
2023-06,숏,-0.5737842542566796,False
2023-06,숏,-35.250738587121305,False
2023-06,숏,-6.26031599711132,False
2023-06,숏,17.86951364143897,False
2023-06,숏,10.25477185910131,False
2023-06,숏,-67.46860183513127,False
2023-06,롱,5.456859800407983,False
2023-06,롱,246.9879292768328,False
2023-06,롱,-84.7459860841791,False
2023-06,롱,61.57708921059748,False
2023-06,롱,-18.19231516405307,False
2023-06,롱,27.065784688871645,False
2023-06,롱,29.887104623185223,False
2023-07,롱,27.17180108111461,False
2023-07,롱,-104.38053070613205,False
2023-07,롱,24.591856323193497,False
2023-07,롱,6.607742403599332,False
2023-07,롱,-10.929358390842026,False
2023-07,롱,-79.59360953866235,False
2023-07,숏,18.597317811621906,False
2023-07,숏,16.661021483525474,False
2023-07,숏,1.2552764981064684,False
2023-07,숏,-2.3039053716092894,False
2023-07,숏,64.0065309570382,False
2023-07,숏,-2.877456495501974,False
2023-07,숏,-0.16747679872605659,False
2023-07,숏,0.7060336498889228,False
2023-07,숏,-25.989256339047643,False
2023-07,숏,-8.843972877089982,False
2023-08,숏,0.6839284421748744,False
2023-08,숏,-22.21962341041217,False
2023-08,숏,-2.5660530738532543,False
2023-08,숏,2.2962333919294906,False
2023-08,롱,-16.955323293981564,False
2023-08,롱,-13.900864896575513,False
2023-08,롱,-10.32010300161528,False
2023-08,롱,-7.631234829728783,False
2023-08,롱,5.603341463340257,False
2023-08,숏,0.18798274418259098,False
2023-08,숏,-19.119458106511956,False
2023-08,숏,5.25457275826011,False
2023-08,숏,4.623076040013984,False
2023-08,숏,-39.15686098495098,False
2023-08,롱,41.56341534018975,False
2023-09,숏,-8.947976714811375,False
2023-09,숏,13.547684810831925,False
2023-09,숏,-21.79993790687513,False
2023-09,숏,0.28221943140124495,False
2023-09,숏,9.423677068331017,False
2023-09,숏,-22.75764990735115,False
2023-09,숏,-4.571355600441166,False
2023-09,롱,59.50937234744379,False
2023-09,롱,21.02277048421638,False
2023-09,롱,111.01407396568356,False
2023-09,롱,-22.54225666795719,False
2023-09,롱,-5.939353485111496,False
2023-09,롱,13.542378778342027,False
2023-09,롱,-10.857060526399437,False
2023-09,숏,14.815437888451925,False
2023-09,숏,24.69518078067449,False
2023-09,숏,-28.75948986946605,False
2023-09,롱,-5.4224250688785105,False
2023-10,롱,-10.242915755568902,False
2023-10,롱,50.90791206956965,False
2023-10,롱,45.44830983407155,False
2023-10,롱,-4.176130085039404,False
2023-10,롱,4.40638598716032,False
2023-10,롱,14.628821045016593,False
2023-10,롱,-112.04916009751469,False
2023-10,숏,34.09677925602591,False
2023-10,숏,16.713218295568367,False
2023-10,숏,-182.56340718112733,False
2023-10,롱,24.29492875349024,False
2023-10,롱,33.15821537968077,False
2023-10,롱,-20.650627167731727,False
2023-10,롱,-2.9326572336776735,False
2023-10,롱,7.417740053608213,False
2023-10,롱,-61.235054397491695,False
2023-11,롱,-53.50376350616898,False
2023-11,롱,-72.42289904179052,False
2023-11,롱,-14.243731914944874,False
2023-11,롱,-0.919827145515228,False
2023-11,롱,22.227398941557112,False
2023-11,롱,28.838111139220928,False
2023-11,롱,-84.12586924653624,False
2023-11,롱,-87.03819066950928,False
2023-11,롱,79.13507274286712,False
2023-11,롱,116.0707602654893,False
2023-11,롱,-25.46086430403375,False
2023-11,롱,-262.39955727958477,False
2023-11,롱,-29.94467940524919,False
2023-11,롱,-21.717184988197914,False
2023-11,롱,-4.54244595943419,False
2023-11,롱,-4.800485104005929,False
2023-12,롱,-73.57058054726622,False
2023-12,롱,54.35286501130213,False
2023-12,숏,44.45614252242558,False
2023-12,숏,-21.01566792367521,False
2023-12,숏,35.006026131979525,False
2023-12,숏,63.716916519033475,False
2023-12,숏,20.89163268768425,False
2023-12,숏,22.300092529178073,False
2023-12,롱,58.66753684401556,False
2023-12,롱,35.190404829487306,False
2023-12,롱,-14.243936673377902,False
2023-12,롱,11.419964911858187,False
2023-12,롱,-48.10287100649657,False
2023-12,숏,-24.70678950896945,False
2023-12,숏,-1.553578461987854,False
2023-12,숏,-24.169006381447616,False
2024-01,롱,-44.88507600516823,False
2024-01,롱,7.830505753614489,False
2024-01,롱,526.8492598380308,False
2024-01,롱,-127.90543039442127,False
2024-01,롱,42.17647071157262,False
2024-01,롱,-47.46320966053827,False
2024-01,숏,-71.04272398689682,False
2024-01,숏,3.1264249608593673,False
2024-01,숏,10.431395383664494,False
2024-01,숏,-37.019016253494556,False
2024-01,숏,-37.04045504958049,False
2024-01,롱,18.28402134101634,False
2024-01,롱,-47.95417844714393,False
2024-01,롱,-72.48752767465339,False
2024-02,롱,24.742582121371015,False
2024-02,롱,-12.59654242993929,False
2024-02,롱,-22.980811930377968,False
2024-02,롱,65.94341788255588,False
2024-02,롱,9.547735715053932,False
2024-02,롱,31.23252167256578,False
2024-02,롱,336.16605130861535,False
2024-02,롱,-23.766234712889855,False
2024-02,롱,-80.52453132131086,False
2024-02,롱,-34.72869604744301,False
2024-02,롱,133.0812016869204,False
2024-02,롱,30.727657394445487,False
2024-02,롱,-30.86361576647505,False
2024-02,롱,489.1529416932153,False
2024-02,롱,3.3694531304063275,False
2024-03,롱,-22.719443226664225,False
2024-03,롱,41.631811496690716,False
2024-03,롱,-24.907420852459836,False
2024-03,롱,23.550642748288737,False
2024-03,롱,101.58082460154401,False
2024-03,롱,85.85423631380763,False
2024-03,롱,-64.99724548290578,False
2024-03,숏,-14.676533646781536,False
2024-03,숏,-57.38356601905434,False
2024-03,숏,12.22146795653498,False
2024-03,숏,78.69634311240043,False
2024-03,롱,66.15205400534433,False
2024-03,롱,-17.432904809526008,False
2024-03,롱,47.203976365919516,False
2024-04,숏,-17.894977174988526,False
2024-04,숏,88.75307807330682,False
2024-04,숏,10.074795008744331,False
2024-04,숏,-163.9075757182418,False
2024-04,롱,11.570612568137221,False
2024-04,롱,-53.57923103650501,False
2024-04,롱,24.298439267413414,False
2024-04,숏,180.73418902026788,False
2024-04,숏,223.38602228026866,False
2024-04,숏,12.273483544602641,False
2024-04,숏,35.0009584722593,False
2024-04,숏,-13.767487801056632,False
2024-04,숏,-84.15320362353305,False
2024-04,롱,-9.011106474230473,False
2024-04,롱,-27.670530639441495,False
2024-04,롱,-20.78469551148737,False
2024-04,롱,-96.5807332980221,False
2024-04,숏,61.50282901247738,False
2024-05,숏,-7.215242766931624,False
2024-05,숏,-98.77780397189235,False
2024-05,숏,-104.2356828439406,False
2024-05,숏,-17.323072181454336,False
2024-05,숏,61.00820456584188,False
2024-05,숏,44.35621237779196,False
2024-05,숏,47.73652632752419,False
2024-05,숏,69.53913785514305,False
2024-05,롱,47.9850761075395,False
2024-05,롱,-1.9445057584180176,False
2024-05,롱,56.29087840352986,False
2024-05,롱,-16.514182760874974,False
2024-05,롱,38.403316096473645,False
2024-05,롱,-85.73420295717915,False
2024-05,롱,-54.80955938973784,False
2024-05,롱,61.94564539209205,False
2024-05,롱,63.0197478062837,False
2024-05,롱,25.959324122186445,False
2024-06,롱,-60.33877264665898,False
2024-06,롱,-3.8135457205426064,False
2024-06,롱,14.23757969221333,False
2024-06,롱,18.019185509740055,False
2024-06,롱,14.018417373659759,False
2024-06,롱,-76.53766337346678,False
2024-06,숏,-87.57029960737236,False
2024-06,숏,-71.01810894755909,False
2024-06,숏,18.94558403066003,False
2024-06,숏,7.153385583522322,False
2024-06,숏,131.75551649904264,False
2024-06,숏,41.44981392392583,False
2024-06,숏,-30.174792137027907,False
2024-06,숏,-5.063863911376757,False
2024-06,숏,-5.662749636710942,False
2024-06,숏,-31.224619220975,False
2024-06,숏,-23.966316863245083,False
2024-07,롱,-161.03344946586913,False
2024-07,롱,-62.70715577976625,False
2024-07,숏,108.96802950579331,False
2024-07,숏,140.03133116276695,False
2024-07,숏,14.716817212254682,False
2024-07,숏,-79.67103901487826,False
2024-07,숏,-92.70032615779382,False
2024-07,롱,-17.65051634322117,False
2024-07,롱,109.75699261257068,False
2024-07,롱,53.03466814443891,False
2024-07,롱,-42.8654054531853,False
2024-07,롱,-88.7920912728041,False
2024-07,롱,20.64123021355408,False
2024-07,롱,102.3247523875034,False
2024-07,롱,-47.12410942068345,False
2024-07,롱,-12.941500033550255,False
2024-07,롱,47.52512842692522,False
2024-08,숏,70.70750349469563,False
2024-08,숏,154.8038311183318,False
2024-08,숏,-101.85277683431923,False
2024-08,숏,248.11022256151773,False
2024-08,숏,102.81531406558497,False
2024-08,숏,12.688597230218875,False
2024-08,숏,113.3645168361345,False
2024-08,숏,-38.044137714297904,False
2024-08,숏,35.54972253985761,False
2024-08,숏,-52.92956622507518,False
2024-08,숏,-30.928580209691063,False
2024-08,숏,36.85665255099957,False
2024-08,숏,233.01733636671815,False
2024-08,롱,-33.237697269367345,False
2024-08,롱,-70.89317265496356,False
2024-08,롱,-68.09540878343068,False
2024-08,롱,-395.851370041315,False
2024-08,숏,-3.603965724016234,False
2024-08,숏,-65.64893151032629,False
2024-09,숏,-104.01438360093744,False
2024-09,숏,138.0476700120471,False
2024-09,숏,-43.009384933167894,False
2024-09,숏,-33.07715149500473,False
2024-09,숏,-46.16802011839354,False
2024-09,숏,-92.2763430565501,False
2024-09,롱,-10.261764562808821,False
2024-09,롱,87.24865253698954,False
2024-09,롱,24.85524643291683,False
2024-09,롱,-32.63464732621105,False
2024-09,롱,-16.220848174280036,False
2024-09,롱,14.133249672098827,False
2024-09,롱,-42.14893501588267,False
2024-09,롱,-25.357669427950896,False
2024-09,롱,-110.85683923484612,False
2024-09,롱,-8.506722512142005,False
2024-09,롱,72.89914020235301,False
2024-09,롱,15.52242807516268,False
2024-09,롱,-100.37061065043235,False
2024-10,롱,49.591160722111454,False
2024-10,숏,-112.23511726038487,False
2024-10,숏,-23.384041017945492,False
2024-10,숏,-97.08138612850598,False
2024-10,숏,129.79856047627618,False
2024-10,숏,-15.662124741982552,False
2024-10,롱,-42.17812037253498,False
2024-10,롱,19.616670841485757,False
2024-10,롱,20.10540057590515,False
2024-10,롱,69.46870066982956,False
2024-10,롱,-8.215018418850377,False
2024-10,롱,-45.84965708543132,False
2024-10,롱,-8.380385964028392,False
2024-10,롱,75.24030557573133,False
2024-10,롱,-54.238722285803306,False
2024-10,롱,19.954917852164726,False
2024-10,롱,64.60989743613209,False
2024-11,롱,101.16539933171407,False
2024-11,롱,17.756789860521167,False
2024-11,롱,-33.25454947809885,False
2024-11,숏,-19.50743266882091,False
2024-11,롱,343.76457267299156,False
2024-11,롱,-72.90818914179181,False
2024-11,롱,-54.667087411451575,False
2024-11,롱,36.722830828910446,False
2024-11,롱,-18.414377555907777,False
2024-11,롱,20.03552653380393,False
2024-11,롱,-55.91059053684512,False
2024-11,롱,-95.3641519913981,False
2024-11,숏,27.56421099133695,False
2024-11,숏,-148.8214879239331,False
2024-11,숏,-6.063257859570513,False
2024-12,숏,55.79966958059413,False
2024-12,숏,-129.8761510186032,False
2024-12,롱,29.92939747280434,False
2024-12,롱,16.046072649125563,False
2024-12,롱,36.42645662098403,False
2024-12,롱,61.71123427861494,False
2024-12,롱,-23.641009666069294,False
2024-12,롱,6.288343119153069,False
2024-12,롱,-42.36783519577148,False
2024-12,롱,88.61900962643995,False
2024-12,숏,80.6479465402681,False
2024-12,숏,71.0549079262455,False
2024-12,숏,180.7167382119842,False
2024-12,숏,-24.95788597289902,False
2024-12,숏,-27.748783531093068,False
2025-01,숏,79.21235242606417,False
2025-01,롱,25.013797868045003,False
2025-01,롱,-72.55613120306771,False
2025-01,롱,-101.52866099991479,False
2025-01,숏,-144.81242038301025,False
2025-01,숏,11.08590813169576,False
2025-01,숏,-186.53692703789238,False
2025-01,롱,-35.177747843265024,False
2025-01,롱,-11.45880350427069,False
2025-01,롱,99.94845518893635,False
2025-01,롱,171.08716995499344,False
2025-01,롱,-104.27743731313785,False
2025-01,롱,-120.12874021511925,False
2025-01,롱,7.721855887442871,False
2025-01,숏,8.716689799859523,False
2025-01,숏,-13.738008029513367,False
2025-02,숏,186.81888240657645,False
2025-02,숏,71.95526889288885,False
2025-02,숏,42.41061575012645,False
2025-02,숏,6.506633052520556,False
2025-02,숏,1.6899963533833215,False
2025-02,숏,109.67048895566586,False
2025-02,숏,155.26406209591187,False
2025-02,숏,-2.6335692706179543,False
2025-02,숏,-11.979681851838905,False
2025-02,숏,-153.48016920877853,False
2025-02,숏,-37.502135005759555,False
2025-02,숏,-25.91380271100752,False
2025-02,숏,-34.53083359703851,False
2025-02,롱,5.959362619898457,False
2025-02,롱,-78.4753286235391,False
2025-02,롱,-176.43399113327723,False
2025-02,숏,-86.83696233635601,False
2025-03,숏,3.337454898182841,False
2025-03,롱,69.93874895050612,False
2025-03,롱,112.3092256835771,False
2025-03,롱,-58.17018210203969,False
2025-03,롱,-281.15793994469277,False
2025-03,숏,37.60020485381938,False
2025-03,숏,100.02820192734907,False
2025-03,숏,69.49814650992812,False
2025-03,숏,-113.99495205742824,False
2025-03,숏,92.38435822058636,False
2025-03,롱,21.19372099899192,False
2025-03,롱,3.5981139402447297,False
2025-03,롱,42.94871144548051,False
2025-03,롱,79.90503487267233,False
2025-03,롱,20.366861245493055,False
2025-03,롱,-65.62328121382416,False
2025-03,숏,21.415724107449932,False
2025-03,숏,-6.316284487520534,False
2025-04,숏,-14.181864145357395,False
2025-04,롱,-24.89738265883352,False
2025-04,롱,148.53618951772842,False
2025-04,롱,76.8869969502266,False
2025-04,숏,-104.13310099796581,False
2025-04,숏,42.1785444591751,False
2025-04,숏,-67.46066357955897,False
2025-04,롱,91.84317456300778,False
2025-04,롱,78.92228018761307,False
2025-04,롱,12.331233990133114,False
2025-04,롱,78.79306091317994,False
2025-04,롱,30.18273473314548,False
2025-04,롱,39.0922647778043,False
2025-04,롱,30.600646789433085,False
2025-04,롱,-1.9228642582402244,False
2025-04,롱,-11.542749750025905,False
2025-05,롱,-4.075305480271709,False
2025-05,롱,-44.11385960104417,False
2025-05,롱,-123.68960385784885,False
2025-05,롱,-86.68759668903294,False
2025-05,숏,6.1245619383698795,False
2025-05,숏,0.95904266308753,False
2025-05,롱,20.069757526771355,False
2025-05,롱,-65.35579488585427,False
2025-05,롱,167.29850602631086,False
2025-05,롱,-27.767855215588497,False
2025-05,롱,-111.17906027560821,False
2025-05,롱,-29.506106252172685,False
2025-05,롱,116.21329783703914,False
2025-05,롱,5.602332396299971,False
2025-05,롱,4.875111532945084,False
2025-05,롱,-8.837108876035927,False
2025-06,숏,8.362757748014701,False
2025-06,숏,-48.61878535672622,False
2025-06,숏,3.1970977541204775,False
2025-06,숏,-6.726235555806852,False
2025-06,숏,66.7952637403796,False
2025-06,숏,-45.474856476530476,False
2025-06,숏,1.2544775019359804,False
2025-06,숏,13.954875021136104,False
2025-06,롱,33.92705311163445,False
2025-06,롱,-93.47554197309728,False
2025-06,숏,3.460101410792049,False
2025-06,숏,-51.698074460851785,False
2025-06,숏,-145.83809316371298,False
2025-06,롱,-92.0898232883701,False
2025-06,롱,2.4777816982496006,False
2025-06,숏,9.137372851750115,False
2025-06,숏,-0.7565948611627391,False
2025-06,롱,-47.39491249933235,False
2025-06,롱,9.533783551501983,False
2025-06,롱,16.1160033522483,False
2025-06,롱,-49.93284380339537,False
2025-07,롱,15.332768007518098,False
2025-07,롱,-33.511852813326186,False
2025-07,롱,-28.468789674385334,False
2025-07,롱,342.93693462023293,False
2025-07,롱,-13.78239098389895,False
2025-07,롱,-25.567714163238634,False
2025-07,롱,17.760959934063067,False
2025-07,롱,-10.069708271710624,False
2025-07,롱,0.24726859222755593,False
2025-07,롱,13.58287514620315,False
2025-07,롱,26.642832999739767,False
2025-07,숏,-33.63996963550744,False
2025-07,숏,11.43477396893286,False
2025-07,숏,46.32141248511107,False
2025-07,숏,-69.76853723750719,False
2025-07,숏,8.977412701027788,False
2025-08,숏,-27.221336300328403,False
2025-08,숏,14.53829780840897,False
2025-08,숏,65.37209439012622,False
2025-08,숏,36.666568176171495,False
2025-08,숏,-55.77815007942445,False
2025-08,롱,17.434138277520105,False
2025-08,롱,13.447869729559898,False
2025-08,롱,63.09004147242558,False
2025-08,롱,19.76920921238343,False
2025-08,숏,-13.657549592477153,False
2025-08,숏,59.83060426105112,False
2025-08,숏,102.86860006568531,False
2025-08,숏,60.999633668045135,False
2025-08,숏,74.22411833692968,False
2025-08,숏,26.938355654310726,False
2025-08,숏,0.1597842218398,False
2025-08,숏,26.680385321813446,False
2025-09,숏,-36.36046902861199,False
2025-09,숏,45.273851712130636,False
2025-09,숏,-31.398516355202446,False
2025-09,숏,53.885710725902754,False
2025-09,숏,-136.59806878547352,False
2025-09,롱,31.719020845301202,False
2025-09,롱,-47.68187177720574,False
2025-09,롱,21.570458733891428,False
2025-09,롱,59.15764104177288,False
2025-09,롱,-21.718461299296905,False
2025-09,롱,-34.708342878551775,False
2025-09,롱,-64.23287367611738,False
2025-09,롱,-37.661846435550615,False
2025-09,롱,50.14350448733421,False
2025-09,롱,-7.407097890618388,False
2025-09,롱,42.455720709351226,False
2025-09,롱,-21.34371965671562,False
2025-09,숏,-28.845734865401027,False
2025-09,숏,64.1503752002991,False
2025-09,숏,5.796648394023578,False
2025-09,숏,10.452480686461058,False
2025-09,숏,2.407266546635583,False
2025-09,롱,69.32746957162453,False
2025-10,롱,-6.782610730075248,False
2025-10,롱,168.62567230718378,False
2025-10,롱,64.42721269074536,False
2025-10,롱,-44.76716272816884,False
2025-10,숏,356.2056855506962,False
2025-10,숏,113.12653358944772,False
2025-10,숏,64.16973107830563,False
2025-10,숏,-62.2184454922226,False
2025-10,숏,-87.54609930551305,False
2025-10,숏,38.97215681175112,False
2025-10,롱,25.818272956454166,False
2025-10,롱,-33.12648790540152,False
2025-10,숏,30.304509854193384,False
2025-11,숏,-24.642417160072,False
2025-11,숏,54.52760290076003,False
2025-11,숏,32.027139607833305,False
2025-11,숏,35.6176497111519,False
2025-11,숏,-38.24682148650754,False
2025-11,숏,-32.87228798193246,False
2025-11,숏,-14.417002189695268,False
2025-11,숏,66.31362398809324,False
2025-11,숏,116.06275617783649,False
2025-11,숏,488.76554515269345,False
2025-11,숏,70.48264581980766,False
2025-11,숏,-75.22469100462331,False
2025-11,숏,67.9594866342104,False
2025-11,숏,56.71980283956691,False
2025-11,숏,103.00799419402756,False
2025-11,롱,-20.586790259843838,False
2025-11,롱,9.144392129894186,False
2025-12,숏,-37.22048447143425,False
2025-12,롱,12.554661251919242,False
2025-12,롱,56.17742662940145,False
2025-12,롱,-41.60934030860335,False
2025-12,롱,-117.35832962898712,False
2025-12,롱,341.44954066089485,False
2025-12,롱,-104.96844259316276,False
2025-12,롱,210.05920832258926,False
2025-12,롱,17.014361248533532,False
2025-12,롱,4.999124384263268,False
2025-12,롱,-35.31147490521471,False
2025-12,숏,-30.445633729135807,False
2025-12,숏,-14.434504024116904,False
2025-12,숏,-119.83162639322109,False
2025-12,숏,-40.84059377507947,False
2025-12,숏,-91.68597395312099,False
2025-12,숏,54.91351630080317,False
2025-12,숏,1.4921220669475588,False
2025-12,숏,114.5772394712294,False
2025-12,숏,132.58687691290106,False
2025-12,숏,-323.45294686208035,False
2026-01,롱,-100.31395827498272,False
2026-01,롱,73.42894161176446,False
2026-01,롱,-97.81799833220612,False
2026-01,롱,-48.4992073463236,False
2026-01,롱,-62.932391099833694,False
2026-01,롱,-24.81646796185487,False
2026-01,롱,64.74181333602792,False
2026-01,롱,11.066903094109875,False
2026-01,숏,-18.437814478405926,False
2026-01,숏,108.39311869748235,False
2026-01,숏,-36.38794730349582,False
2026-01,숏,-1.396817531391207,False
2026-01,숏,133.19677075128675,False
2026-02,숏,-40.75628443912137,False
2026-02,숏,462.875797813751,False
2026-02,숏,212.2320824929484,False
2026-02,숏,-74.89420781408808,False
2026-02,숏,3.501750260771587,False
2026-02,숏,148.69037351240877,False
2026-02,숏,-153.48681100967406,False
2026-02,숏,205.84578621471883,False
2026-02,숏,88.89142380165504,False
2026-02,숏,-55.426190779866374,False
2026-03,숏,131.88064372095687,False
2026-03,숏,92.06006325491762,False
2026-03,롱,39.938424291469346,False
2026-03,롱,-267.73545390498293,False
2026-03,롱,3.462518144533533,False
2026-03,롱,-13.863568818109343,False
2026-03,롱,-22.3461004198125,False
2026-03,숏,-14.321238737444219,False
2026-03,숏,37.64910783082087,False
2026-03,숏,122.73670641176614,False
2026-03,롱,-13.83845800497511,False
2026-03,롱,-84.08852599999045,False
2026-03,롱,-144.6056943084368,False
2026-03,숏,-44.23331345669794,False
2026-03,숏,168.09126755644866,False
2026-03,숏,-19.999104614433236,False
2026-03,숏,-1.3410461442872474,False
2026-03,숏,92.0702619552194,False
2026-03,숏,-32.702544536605274,False
2026-03,숏,125.22951611999633,False
2026-03,숏,23.64379504779754,False
2026-04,숏,-24.67880659560251,False
2026-04,숏,1.0840300166255474,False
2026-04,숏,-281.36763372131463,False
2026-04,롱,-22.03752416304451,False
2026-04,롱,360.13790896502724,False
2026-04,롱,30.549104451742096,False
2026-04,롱,-97.12119994341447,False
2026-04,롱,-25.260843981061043,False
2026-04,롱,-46.60444986730181,False
2026-04,롱,-86.05106951064045,False
2026-04,롱,-27.403648755378526,False
2026-04,롱,-71.57223805486683,False
2026-04,롱,46.109628051519394,False
2026-04,롱,358.5887190153626,False
2026-04,롱,-50.446500886964714,False
2026-04,롱,-23.523162260282334,False
2026-04,롱,-31.37979582191838,False
2026-04,롱,10.026725698164228,False
2026-04,롱,26.742317896228997,False
