ret,risk,side,year
-0.021362695529326764,0.02831752903221444,1,2023
-0.01971004049716573,0.029113481071692687,1,2023
0.03569889256800599,0.03421812590808773,-1,2023
-0.021239473277897773,0.02511748710393916,-1,2023
0.002525452999662896,0.025271350444432468,-1,2023
0.00635325176432032,0.023892128304744353,-1,2023
0.021159435973772095,0.019594073615900286,-1,2023
-0.021819824219648443,0.02101982421964846,-1,2023
-0.007932415529394145,0.023787524759811465,1,2023
-0.017992241123524592,0.023676618730584995,1,2023
0.02646460542808705,0.02961551002636776,-1,2023
0.017748390939439605,0.023893626602023627,-1,2023
-0.01751240848127979,0.028085104390031618,-1,2023
-0.024402900308890866,0.023602900308890985,-1,2023
-0.018099853852115846,0.026955677835808926,1,2023
-0.009283199743177466,0.027470739615567424,1,2023
0.005414084017475499,0.025117458033327364,1,2023
0.0004383086618480015,0.03285045710626515,1,2023
-0.0047541688700644255,0.019340889653614926,1,2023
0.005705276832595604,0.02033669306394068,1,2023
0.0033725080641167243,0.026278055292174363,1,2023
0.02012975560138908,0.02076169027175241,1,2023
-0.02371884622026014,0.02729884398142006,1,2023
-0.020531702533918412,0.019731702533918448,1,2023
-0.01762234775698276,0.020392405854560973,1,2023
-0.013561631244697706,0.020472375306940804,1,2023
-0.005381545020583022,0.015948836001447975,-1,2023
0.002322543666098861,0.016478052563846116,-1,2023
-0.002114969865453873,0.011706438099113581,-1,2023
-0.008831350846553386,0.018722331845129482,-1,2023
0.1511247618917469,0.014520945011386177,-1,2023
0.00048481633803268496,0.023251031154184677,-1,2023
-0.002388357808025061,0.02316467373983694,-1,2023
-0.015648647634740432,0.014848647634740472,-1,2023
-0.021813298442108348,0.02765711838528352,1,2023
-0.015882137056027493,0.027067081180612178,1,2023
-0.005006798885525998,0.019317196380049133,-1,2023
0.02143451253596114,0.017745012786541163,-1,2023
-0.025354710249032384,0.025566136270925247,-1,2023
-0.020166569732802134,0.02364652803484305,-1,2023
-0.01753285178865846,0.023546270164586373,-1,2023
-0.01969892908310325,0.01889892908310331,1,2023
-0.022910160880264915,0.022110160880265017,1,2023
-0.02256914824251379,0.02176914824251374,1,2023
0.06136527025262148,0.015122329159869654,1,2023
-0.00559936743275848,0.02194591226952784,1,2023
-0.01832994502962245,0.017529945029622407,1,2023
-0.019118919654658426,0.018318919654658462,1,2023
-0.01881106275895229,0.01801106275895221,1,2023
0.11304208123222943,0.01889375814209073,1,2023
-0.018224712766311033,0.017424712766310947,-1,2023
0.03083982275988181,0.026186173230856348,1,2023
0.0036676516220386867,0.032741917334094865,1,2023
-0.006041257791220935,0.024302200142450443,1,2023
0.07124245886384546,0.024556292559955083,1,2023
-0.019500263124222938,0.025411108404760272,1,2023
-0.023132911081869673,0.022332911081869782,1,2023
0.03466888255883852,0.028044437490161236,1,2023
0.024098148542382628,0.030101205268230583,1,2023
0.16437956896004055,0.021308717476665184,1,2023
0.0028713730622716475,0.030891682302242388,1,2023
-0.024906203558590422,0.03264805672751738,1,2023
-0.019183736056832972,0.03673585410998309,1,2023
0.020407881819174266,0.034604663438404994,1,2023
0.00722332783532385,0.02979763986451059,1,2023
-0.01649082478659378,0.02385806286371873,1,2023
0.004486538723891897,0.027486044926113246,1,2023
0.0585915241273751,0.02660634132133836,1,2023
0.016355803816495755,0.045687247341565734,1,2024
0.0218354367221519,0.03390287536070723,1,2024
-0.026156421507839846,0.04366327118403747,1,2024
0.008367043798464249,0.0465586095473646,1,2024
-0.02203476824924825,0.05,1,2024
-0.008785465590363464,0.03761693557735218,-1,2024
0.02707511946405159,0.03473210328781904,-1,2024
-0.018577048393786974,0.02657308364122321,-1,2024
-0.010907310841670396,0.022485126654199713,-1,2024
0.16340842056744456,0.026338696411830922,1,2024
0.14291385771158505,0.019506259961180467,1,2024
0.004203555506722156,0.025677742612537746,1,2024
-0.02723899203781344,0.027327355467842943,1,2024
-0.015812136581279956,0.027920990423297445,1,2024
0.09690827215131752,0.02161458054618449,1,2024
-0.012247578755232906,0.05,1,2024
-0.004848305556520324,0.047991534321952994,1,2024
-0.005384908856502767,0.0397230385745269,1,2024
0.003809106949151569,0.041229065498069886,1,2024
-0.013648018005083862,0.05,1,2024
-0.01391821175211454,0.05,1,2024
-0.024274394383176058,0.05,1,2024
-0.00020186465285065304,0.05,1,2024
-0.006762134358380245,0.0324758423721264,1,2024
-0.026447436255365973,0.025647436255365974,1,2024
0.018515927998852894,0.036054497155462245,1,2024
-0.02230716887322321,0.032520592320641674,1,2024
-0.009714305940241188,0.03296869976058726,1,2024
-0.019773012391442083,0.04037735217763073,1,2024
-0.00391853329335729,0.05,-1,2024
-0.0018343615054523467,0.05,-1,2024
-0.004000719628231355,0.05,-1,2024
-0.010811586531424382,0.05,-1,2024
-0.024194855681794452,0.042235202607302916,-1,2024
0.026468114302312537,0.03314352534247566,-1,2024
0.0031895380358489627,0.0315327394433831,-1,2024
0.014106757337066747,0.03242748215721443,-1,2024
-0.010115090464043842,0.0372414109070709,-1,2024
0.017785938347792248,0.03422085640987557,-1,2024
0.018037899984818858,0.03018617538313277,-1,2024
-0.004252797022585758,0.02516991039793748,-1,2024
0.05427843090577787,0.022788380484720018,1,2024
0.021501325160780998,0.03430686562593013,1,2024
-0.004270583761648579,0.02749637417624637,1,2024
-0.009991446624973624,0.024915253178329703,1,2024
0.03369277460288063,0.02595605440919694,1,2024
-0.016931851029022817,0.023603217248499186,1,2024
0.005758566560971407,0.029081426476824553,-1,2024
-0.014160097869335779,0.018789161577137087,-1,2024
-0.006745719983596024,0.0254169738205332,-1,2024
0.0779173077720812,0.02462821200886945,-1,2024
0.003613487693123227,0.026382508035011538,-1,2024
0.06822910185801613,0.022470914264692478,-1,2024
0.07308336024158792,0.021983507878192456,-1,2024
-0.016392036366572982,0.04009261857413333,-1,2024
-0.0251847668671027,0.04042629563929982,-1,2024
-0.024958365983185727,0.0301183862305238,-1,2024
0.04169812623240563,0.030904313674085984,1,2024
-0.014215027685509569,0.027135004240148024,1,2024
0.05166090312919798,0.028905439778461738,1,2024
0.008880117116184184,0.02938200386985628,1,2024
-0.02344876449920285,0.03056110007802295,1,2024
-0.01946625109871961,0.029755676174986347,1,2024
-0.00989899917524917,0.05,-1,2024
-0.0004804226322782673,0.05,-1,2024
0.016277865235285835,0.04005300567587931,-1,2024
0.023133497212648475,0.04270947238166805,-1,2024
-0.007595264756312722,0.04417758977266248,-1,2024
-0.017319257802466625,0.032425965822660226,-1,2024
-0.024084867405277367,0.034392932629876576,-1,2024
-0.016363202696261174,0.035734643685372686,-1,2024
-0.000174204685937062,0.03521271074333165,-1,2024
0.03148348883191797,0.02769498552661862,-1,2024
-0.01647255047745455,0.03300694065475952,-1,2024
0.024519978220114896,0.025527614013515068,1,2024
-0.012549199869270779,0.02595046977416707,1,2024
0.0014884492326028786,0.02379871314992047,1,2024
-0.020950830063377175,0.0201508300633771,1,2024
-0.022239225989843403,0.026239095599592213,-1,2024
0.04458942225014139,0.021575602236209537,-1,2024
0.03221979242510572,0.024483083146535023,-1,2024
-0.016771016152324195,0.02699274215557272,-1,2024
-0.00885795565831192,0.02518239834134707,1,2024
-0.019993891149514175,0.021970977057130726,1,2024
-0.007598170762471907,0.022585746799294655,1,2024
0.06690673027560105,0.024185509084043107,1,2024
-0.026954285277523724,0.027362250558494543,1,2024
-0.010382748007570084,0.025409872694936234,1,2024
0.0666077408657203,0.02627693412837591,1,2024
-0.027683678770020755,0.03661524524590113,1,2024
-0.020291586109823873,0.02484755726154779,1,2024
-0.01938539582713989,0.027172500314504633,1,2024
0.024247043115638103,0.03497246970068085,1,2024
0.05614823583960384,0.02619442620396866,1,2024
0.05986378461993071,0.026908852709237895,1,2024
0.008928814026098594,0.048602995093599506,1,2024
-0.022614059524161616,0.03925333971772646,1,2024
0.03232129289103924,0.03244587862044389,1,2024
-0.0249145806990853,0.03507919705427817,1,2024
-0.005403358128801807,0.04610079023313029,1,2024
-0.021892813306968933,0.03744123487395997,1,2024
0.00730621361497906,0.03609538983034167,-1,2024
-0.017234894933389044,0.035801070488718646,-1,2024
0.009295346455758692,0.024522491130840804,-1,2024
-0.012199761281987588,0.029979400676028372,-1,2025
-0.026112122869958503,0.02531212286995838,-1,2025
-0.01949472134574521,0.0231104098780903,-1,2025
-0.02487498228121548,0.030821252916821314,1,2025
0.029725555638888585,0.0332303268579654,-1,2025
0.030675138275209655,0.026198550682102188,-1,2025
-0.005400111076394408,0.03209455736549752,-1,2025
-0.02409714383751244,0.034470602740681866,-1,2025
-0.008383516114203305,0.030136937173819302,-1,2025
-0.026310138294225408,0.04641528935573726,1,2025
-0.019080754069691987,0.04490216643099753,1,2025
-0.005113649448998686,0.03825081671400294,1,2025
-0.028032863145164805,0.0272328631451648,1,2025
0.00012834320131369125,0.04232690443253824,-1,2025
-0.014768624909724647,0.039174274987026414,-1,2025
-0.011499525212027722,0.02744978761906906,-1,2025
0.0051720640505159956,0.027284612787134052,-1,2025
-0.0069450367995394285,0.026339976401109282,-1,2025
-0.021748609159546864,0.02791865675852485,-1,2025
0.015366166286356979,0.024552967613630617,-1,2025
0.06757965631746914,0.02382739032945487,-1,2025
-0.022648017912994804,0.04915500012123957,-1,2025
0.08189759462638327,0.048618418123496404,-1,2025
-0.02344357425606276,0.05,-1,2025
-0.020071404425580718,0.05,-1,2025
0.010987060675176982,0.05,-1,2025
-0.003815052052751435,0.041217402502242435,-1,2025
-0.0003994966167124405,0.029747354743166008,-1,2025
-0.02390360795083772,0.023103607950837636,1,2025
-0.023083095711186396,0.022283095711186317,1,2025
-0.02446530719218288,0.023665307192182922,1,2025
0.032630932695848484,0.02436397795593985,1,2025
0.04302600356188514,0.02463266255465628,1,2025
-0.004491313738748627,0.032019319935319514,1,2025
0.01712531190707606,0.05,-1,2025
-0.026793718802465893,0.04223393951989979,-1,2025
-0.003949911737295675,0.035623031704746407,-1,2025
-0.029032625872976774,0.031312426002419694,-1,2025
-0.014316033412809672,0.018198995814750533,-1,2025
-0.004378244970422324,0.026115911696276268,1,2025
0.010969596912408978,0.020929154422286846,1,2025
0.005845837968896928,0.021492020135104324,1,2025
0.0908942178754451,0.017468852991416792,1,2025
0.0018777208489760173,0.025351776807895327,1,2025
-0.0007353576724560139,0.023473452123350592,1,2025
0.030876485231470716,0.026926323679375516,1,2025
-0.01192758488315253,0.029368538891041476,1,2025
-0.01381804827464854,0.026221267831337235,1,2025
-0.017607396466199774,0.02275257722283506,1,2025
-0.013913048565735888,0.02498733547932563,1,2025
-0.0026023898248116253,0.02287796085335269,1,2025
-0.020707317634704858,0.020016242616287254,1,2025
-0.01896458172913111,0.018164581729131046,-1,2025
-0.01763843051829275,0.016838430518292764,-1,2025
0.010594396675469249,0.026621467385008625,1,2025
-0.013522349058989589,0.024999754687184066,1,2025
-0.02258610483592986,0.021786104835929826,1,2025
-0.02388427029690444,0.02893336021920334,-1,2025
-0.004148622025205297,0.024281200691897015,-1,2025
-0.015316341893067954,0.014516341893067903,1,2025
0.1067648820247022,0.016295151629984878,1,2025
-0.014436449286166471,0.013636449286166459,1,2025
0.09935634965682631,0.014352910792393094,1,2025
-0.025143035368103972,0.024343035368104032,1,2025
-0.01708641408873529,0.023492310151241834,1,2025
-0.02125222918076988,0.020452229180769832,1,2025
-0.018818243731012773,0.02343283418903061,1,2025
-0.017182539340517843,0.02144733015176106,1,2025
0.005010977940537408,0.023844671016265757,1,2025
-0.01760692207770495,0.016806922077704924,1,2025
-0.01939940126676691,0.018599401266766905,1,2025
-0.009483227661389412,0.01668822402049539,-1,2025
-0.017465335490888603,0.01666533549088854,-1,2025
-0.018546788509533448,0.01774678850953345,-1,2025
-0.015792991003487564,0.014992991003487555,-1,2025
-0.02436941482696525,0.02531283899260059,1,2025
-0.020570973688442185,0.022189790300274244,1,2025
-0.016719933054601833,0.018792494252054898,-1,2025
0.034599491028295425,0.02220381137324257,-1,2025
0.0094207694952536,0.021687339211160155,-1,2025
-0.01644478749189579,0.018975405687908852,-1,2025
-0.010949074675305192,0.022468538001366223,-1,2025
-0.014487419002933662,0.020372889815924108,-1,2025
-0.021369962532799405,0.023182662154198508,-1,2025
-0.016502812496250116,0.015702812496250197,-1,2025
-0.018570386501504815,0.017770386501504795,-1,2025
-0.01867741149461895,0.017877411494618915,-1,2025
-0.008789487691232814,0.015596332839383546,1,2025
-0.001261947369747522,0.01772484061072877,-1,2025
-0.016784689537688035,0.01598468953768812,-1,2025
-0.008523966182903443,0.021905317325612506,1,2025
-0.021875267633400815,0.024532774076139657,1,2025
0.018242513975444873,0.03687925817545806,-1,2025
-0.013643834825887288,0.03655604256540296,-1,2025
-0.021229799963003025,0.03129803265025924,-1,2025
-0.025868058590174915,0.028896752007643883,-1,2025
-0.022488636280964338,0.02168863628096431,1,2025
-0.02412533980877212,0.02332533980877212,1,2025
-0.027944907723744954,0.030287836486364923,1,2025
0.0779210853423166,0.022211190597283062,-1,2025
0.026713907644999913,0.025630285399515635,-1,2025
0.03426778150359609,0.04907137293150602,-1,2025
-0.008845143346661557,0.04103879283083461,-1,2025
-0.009352347187596461,0.040872066962061616,-1,2025
0.06053097170162664,0.03354311083791876,-1,2025
0.05401462085100848,0.03144081571700781,-1,2025
0.02381894722091084,0.03487601105090381,-1,2025
0.03012243669862026,0.03163763987881843,-1,2025
-0.013671602912537958,0.027667643284318713,-1,2025
0.006968209307368847,0.032037430145578374,1,2025
-0.0249515447892847,0.024151544789284753,1,2025
-0.024372168075223567,0.03563592529206942,-1,2025
-0.02379806577818575,0.026559823011830345,-1,2025
-0.0070227689523956124,0.0279999303336659,-1,2025
-0.02567615740043959,0.025554680090747225,-1,2025
-0.01624191575373613,0.015441915753736317,-1,2025
-0.0226526949762217,0.021852694976221672,-1,2025
-0.018340443911233146,0.017540443911233286,-1,2026
-0.022913312197011607,0.02211331219701164,1,2026
0.04477186108497553,0.023431160329355816,1,2026
-0.01848698810402388,0.017686988104023894,1,2026
0.038740396297257125,0.019469183839093306,1,2026
-0.02270373511113634,0.021903735111136267,1,2026
-0.018346646640134117,0.017546646640134177,1,2026
0.013215303743449883,0.02215759818087419,-1,2026
0.0639808013412353,0.02197179564059209,-1,2026
0.0546535175233668,0.024123806478140386,-1,2026
-0.015217815081158392,0.05,-1,2026
0.003484037359251443,0.05,-1,2026
-0.0016637767041943214,0.037377136087718366,-1,2026
-0.014114244729564445,0.03643784673274905,-1,2026
0.028101762747502576,0.03025290867602209,-1,2026
0.05574124114220599,0.036719485716177176,-1,2026
0.006438222351796974,0.04242525696761332,-1,2026
-0.024909868817567595,0.039707921817883726,1,2026
0.04405012124193063,0.034385980282687856,1,2026
0.03605537684225949,0.036616893329924224,1,2026
0.04400131794948515,0.030919281234269833,1,2026
-0.014424266733058156,0.031091356915737757,1,2026
0.012897233001856386,0.02847818493176921,1,2026
-0.005144805574401959,0.032552407449709435,-1,2026
0.05925820273404687,0.03162990315328758,-1,2026
-0.027294542147555275,0.031731945569958155,-1,2026
0.010163495450328821,0.03166612490474556,-1,2026
0.01435833341992362,0.03105197899872031,-1,2026
-0.013661108393956643,0.024537357394021284,-1,2026
0.03140358977545181,0.026041514370912962,1,2026
0.03921285834069119,0.02423900101628723,1,2026
0.023351822375526802,0.024087129349610763,1,2026
0.025353382828857594,0.024517812262303408,1,2026
-0.015716110076758206,0.020890893988452133,1,2026
-0.011559829754280927,0.019253897413732134,1,2026
