side,R,R_real,reason,mae,mae_real,size_pct,fund,year
1,-0.0103999999999999,-0.0103999999999999,sl_intrabar,-0.0103211950185031,-0.0103211950185031,7.0864,0.0,2023
1,0.0188841956305342,-0.4163559376940136,sl_intrabar,-0.0081475500168079,-0.0081475500168079,7.0864,0.0,2023
1,-0.0103999999999999,-0.0103999999999999,sl_intrabar,-0.0102804232255923,-0.0102804232255923,7.0864,0.0,2023
-1,0.0199986497716474,0.0199986497716474,sl_intrabar,-0.0046616984488224,-0.0046616984488224,7.0864,0.0007,2023
-1,0.0289417798358489,0.0289417798358489,sl_intrabar,-0.0054335723511335,-0.0054335723511335,7.0864,0.0007,2023
-1,0.0276714126642416,-0.5604215277262274,sl_intrabar,-0.0017829284599955,-0.0017829284599955,7.0864,0.0,2023
-1,-0.0104,-0.0104,sl_intrabar,-0.0101329044520798,-0.0101329044520798,7.0864,0.0,2023
-1,-0.0108,-0.0108,sl_intrabar,-0.0094379334999153,-0.009999999999999929,7.0864,0.0004,2023
-1,0.0232890767325462,0.0232890767325462,sl_intrabar,-0.0064516365394901,-0.0064516365394901,7.0864,0.0009,2023
-1,-0.0105,-0.0105,sl_intrabar,-0.0101435893598713,-0.0101435893598713,4.2518,0.0001,2023
-1,-0.0103999999999999,-0.0103999999999999,sl_intrabar,-0.009661939773957,-0.00999999999999995,7.0864,0.0,2023
-1,0.0184394393002232,-0.2875701496907362,sl_intrabar,-0.00185494817487,-0.00185494817487,7.0864,0.0,2023
-1,0.020601998184832,0.020601998184832,sl_intrabar,-0.006303931238023,-0.006303931238023,4.2518,0.0006,2023
-1,-0.0107,-0.0107,sl_intrabar,-0.009394439031702,-0.010000000000000028,4.2518,0.0003,2023
-1,-0.0103999999999999,-0.0103999999999999,sl_intrabar,-0.0098921222344583,-0.009999999999999998,7.0864,0.0,2023
1,-0.0104,-0.0104,sl_intrabar,-0.0094728980779056,-0.01,4.2518,0.0,2023
1,-0.0104,-0.0104,sl_intrabar,-0.0099536112572899,-0.009999999999999903,4.2518,0.0,2023
1,-0.0104999999999999,-0.0104999999999999,sl_intrabar,-0.0101135568950014,-0.0101135568950014,4.2518,0.0001,2023
1,-0.0104999999999999,-0.0104999999999999,sl_intrabar,-0.0099963171835008,-0.009999999999999966,7.0864,0.0001,2023
1,-0.0104,-0.0104,sl_intrabar,-0.0101421376979656,-0.0101421376979656,4.2518,0.0,2023
1,-0.0106,-0.0106,sl_intrabar,-0.0102287976111432,-0.0102287976111432,4.2518,0.0002,2023
1,-0.0106,-0.0106,sl_intrabar,-0.0102073740339634,-0.0102073740339634,4.2518,0.0002,2023
1,-0.0104,-0.0104,sl_intrabar,-0.0108146075820592,-0.0108146075820592,7.0864,0.0,2023
-1,-0.0103999999999999,-0.0103999999999999,sl_intrabar,-0.0097292214680088,-0.009999999999999972,4.2518,0.0,2023
-1,0.0447509374240897,-0.6398270193079203,sl_intrabar,-0.0009416161222336,-0.0009416161222336,7.0864,0.0,2023
-1,-0.0104,-0.0104,sl_intrabar,-0.0080603767533846,-0.010000000000000064,4.2518,0.0,2023
-1,-0.0103999999999999,-0.0103999999999999,sl_intrabar,-0.0096178787351407,-0.009999999999999997,4.2518,0.0,2023
-1,-0.0105,-0.0105,sl_intrabar,-0.0101677892892742,-0.0101677892892742,4.2518,0.0001,2023
-1,0.0333060602398718,0.0333060602398718,sl_intrabar,-0.0016691338630253,-0.0016691338630253,4.2518,0.0007,2023
-1,-0.0104,-0.0104,sl_intrabar,-0.0104371821231468,-0.0104371821231468,4.2518,0.0,2023
-1,-0.0103999999999999,-0.0103999999999999,sl_intrabar,-0.0099266055747635,-0.009999999999999988,4.2518,0.0,2023
-1,-0.0111999999999999,-0.0111999999999999,sl_intrabar,-0.0105718412386619,-0.0105718412386619,4.2518,0.0008,2023
-1,0.0470336004557823,-0.8602806569862884,sl_intrabar,-0.003142698750412,-0.003142698750412,7.0864,0.0,2023
-1,0.0028118674293659,0.0028118674293659,sl_intrabar,-0.0092729746070133,-0.0092729746070133,7.0864,0.0003,2023
-1,-0.0104,-0.0104,sl_intrabar,-0.0092971967931284,-0.01000000000000006,7.0864,0.0,2023
1,0.1033290238986467,0.1033290238986467,sl_intrabar,-0.0010146330230667,-0.0010146330230667,4.2518,0.0017,2023
1,-0.0107999999999999,-0.0107999999999999,sl_intrabar,-0.0100097825120304,-0.0100097825120304,4.2518,0.0004,2023
1,0.0168110657030265,-0.2974871691360786,sl_intrabar,-0.0029109134360063,-0.0029109134360063,7.0864,0.0,2023
1,-0.0104,-0.0104,sl_intrabar,-0.009747191011236,-0.009999999999999936,4.2518,0.0,2023
1,-0.0104,-0.0104,sl_intrabar,-0.0085276563687256,-0.009999999999999917,4.2518,0.0,2023
1,-0.0109,-0.0109,sl_intrabar,-0.0100324914012655,-0.0100324914012655,4.2518,0.0005,2023
1,0.0166684425091546,0.0166684425091546,sl_intrabar,-0.0017802370818484,-0.0017802370818484,4.2518,0.0007,2023
1,-0.0105999999999999,-0.0105999999999999,sl_intrabar,-0.0101234952909623,-0.0101234952909623,4.2518,0.0002,2023
1,0.0305330460171457,-0.6605288932341019,sl_intrabar,-0.0012334842772314,-0.0012334842772314,7.0864,0.0,2023
1,-0.0109999999999999,-0.0109999999999999,sl_intrabar,-0.0099999999999999,-0.009999999999999983,4.2518,0.0006,2023
1,0.017020549759894,0.017020549759894,sl_intrabar,-0.0040433853260186,-0.0040433853260186,7.0864,0.0007,2023
1,-0.0105999999999999,-0.0105999999999999,sl_intrabar,-0.0106901933193686,-0.0106901933193686,4.2518,0.0002,2023
1,-0.011,-0.011,sl_intrabar,-0.0101896000633981,-0.0101896000633981,7.0864,0.0006,2023
1,0.0093307997097679,0.0093307997097679,sl_intrabar,-0.0002707662685399,-0.0002707662685399,7.0864,0.0,2023
1,0.0103763378164848,-0.07156301383190404,sl_intrabar,-0.0049584004294148,-0.0049584004294148,7.0864,0.0,2023
1,-0.0106,-0.0106,sl_intrabar,-0.0104531270880663,-0.0104531270880663,7.0864,0.0002,2023
1,0.0092382118067762,-0.19742959328197143,sl_intrabar,-0.009131380753138,-0.009131380753138,7.0864,0.0007,2023
1,-0.0103999999999999,-0.0103999999999999,sl_intrabar,-0.0101053401609363,-0.0101053401609363,7.0864,0.0,2023
-1,0.0046911906867685,0.0046911906867685,sl_intrabar,-0.008554745226315,-0.008554745226315,4.2518,0.0006,2023
-1,0.008519033789217,0.008519033789217,sl_intrabar,-0.0029009700436672,-0.0029009700436672,4.2518,0.0011,2023
-1,-0.0108,-0.0108,sl_intrabar,-0.0110540208717004,-0.0110540208717004,4.2518,0.0004,2023
-1,0.0187791708516372,-0.16910183056533382,sl_intrabar,-0.0002942937457505,-0.0002942937457505,7.0864,0.0,2023
-1,-0.0104999999999999,-0.0104999999999999,sl_intrabar,-0.0099965323317149,-0.010000000000000078,4.2518,0.0001,2023
-1,0.007923163481735,0.007923163481735,sl_intrabar,-0.0044805261535299,-0.0044805261535299,4.2518,0.001,2023
-1,0.1384953369650871,0.1384953369650871,sl_intrabar,-0.0013703510839477,-0.0013703510839477,4.2518,0.0014,2023
-1,-0.0108999999999999,-0.0108999999999999,sl_intrabar,-0.0096246719662867,-0.009999999999999995,4.2518,0.0005,2023
-1,0.019677680871101,0.019677680871101,sl_intrabar,-0.0046169203893186,-0.0046169203893186,7.0864,0.0011,2023
1,-0.0103999999999999,-0.0103999999999999,sl_intrabar,-0.010482689639596,-0.010482689639596,4.2518,0.0,2023
1,-0.0104,-0.0104,sl_intrabar,-0.0096569734149837,-0.01000000000000003,4.2518,0.0,2023
1,-0.0106,-0.0106,sl_intrabar,-0.0104358433458681,-0.0104358433458681,4.2518,0.0002,2023
1,0.0412729227061508,-0.8780722913273944,sl_intrabar,-0.0004733409016566,-0.0004733409016566,7.0864,0.0,2023
1,0.046812222183387,-0.9328195433768681,sl_intrabar,-0.0002757592117169,-0.0002757592117169,7.0864,0.0,2023
-1,0.0121978432076878,-0.32475769612557676,sl_intrabar,-0.009388964201436,-0.009388964201436,4.2518,0.0002,2023
-1,0.0097158973941935,0.0097158973941935,sl_intrabar,-0.0089383917091381,-0.0089383917091381,4.2518,0.0007,2023
-1,-0.0104,-0.0104,sl_intrabar,-0.0097308933922339,-0.010000000000000047,4.2518,0.0,2023
-1,0.0185529072542917,0.0185529072542917,sl_intrabar,-0.0004126106025642,-0.0004126106025642,4.2518,0.0008,2023
-1,-0.0103999999999999,-0.0103999999999999,sl_intrabar,-0.0104375253824285,-0.0104375253824285,7.0864,0.0,2023
-1,-0.0103999999999999,-0.0103999999999999,sl_intrabar,-0.0098805745846237,-0.010000000000000125,7.0864,0.0,2023
-1,-0.0103999999999999,-0.0103999999999999,sl_intrabar,-0.0100955389912595,-0.0100955389912595,7.0864,0.0,2023
-1,-0.0106,-0.0106,sl_intrabar,-0.0094284097340125,-0.010000000000000056,7.0864,0.0002,2023
1,0.0203240272666947,0.0203240272666947,sl_intrabar,-0.0063107894141597,-0.0063107894141597,4.2518,0.0014,2023
1,0.0202978370735816,-0.40270845015341883,sl_intrabar,-0.0039827152415015,-0.0039827152415015,7.0864,0.0,2023
1,-0.011,-0.011,sl_intrabar,-0.0098958564231263,-0.01000000000000002,7.0864,0.0006,2023
1,0.0163714181929415,0.0163714181929415,sl_intrabar,-0.0040640304630241,-0.0040640304630241,7.0864,0.0007,2023
1,0.0621976980396305,0.0621976980396305,sl_intrabar,-0.0005856681339857,-0.0005856681339857,7.0864,0.0017,2023
1,-0.0105999999999999,-0.0105999999999999,sl_intrabar,-0.0101037439609162,-0.0101037439609162,4.2518,0.0002,2023
1,-0.0105,-0.0105,sl_intrabar,-0.010017996924162,-0.010017996924162,4.2518,0.0001,2023
1,-0.0108,-0.0108,sl_intrabar,-0.0097414200251889,-0.009999999999999924,4.2518,0.0004,2023
1,-0.0104999999999999,-0.0104999999999999,sl_intrabar,-0.0101277199621569,-0.0101277199621569,4.2518,0.0001,2023
1,0.0189713211545858,-0.36216976506194737,sl_intrabar,-0.0009757265354091,-0.0009757265354091,7.0864,0.0,2023
1,-0.0104999999999999,-0.0104999999999999,sl_intrabar,-0.0099131404339321,-0.010000000000000115,7.0864,0.0001,2023
1,-0.0103999999999999,-0.0103999999999999,sl_intrabar,-0.010051175636557,-0.010051175636557,7.0864,0.0,2023
1,-0.0105,-0.0105,sl_intrabar,-0.009660151789912,-0.010000000000000035,7.0864,0.0001,2023
-1,-0.0105999999999999,-0.0105999999999999,sl_intrabar,-0.0099585179985586,-0.010000000000000096,4.2518,0.0002,2023
-1,-0.0108,-0.0108,sl_intrabar,-0.0100714118255602,-0.0100714118255602,4.2518,0.0004,2023
-1,-0.0104,-0.0104,sl_intrabar,-0.0100944692669098,-0.0100944692669098,7.0864,0.0,2023
1,-0.0103999999999999,-0.0103999999999999,sl_intrabar,-0.009466194428292,-0.009999999999999981,4.2518,0.0,2023
1,-0.0106,-0.0106,sl_intrabar,-0.0103517678100263,-0.0103517678100263,4.2518,0.0002,2023
1,0.0186095427372056,-0.24263797521670355,sl_intrabar,-0.0057968037904085,-0.0057968037904085,7.0864,0.0001,2023
1,0.1692613835739799,0.1692613835739799,sl_intrabar,-0.0071855843218709,-0.0071855843218709,4.2518,0.0018,2023
1,-0.0103999999999999,-0.0103999999999999,sl_intrabar,-0.0090676566928298,-0.009999999999999903,4.2518,0.0,2023
1,0.0147636283640096,0.0147636283640096,sl_intrabar,-0.0044890414576181,-0.0044890414576181,7.0864,0.0008,2023
1,0.0289212673669153,0.0289212673669153,sl_intrabar,-0.00924003744861,-0.00924003744861,4.2518,0.0009,2023
1,-0.0107999999999999,-0.0107999999999999,sl_intrabar,-0.0099344704829383,-0.01,4.2518,0.0004,2023
1,0.0079084640181715,0.0079084640181715,sl_intrabar,-0.0099434995841339,-0.0099434995841339,4.2518,0.0005,2023
1,0.072428728178845,0.072428728178845,sl_intrabar,-0.0067260446609365,-0.0067260446609365,4.2518,0.0011,2023
1,-0.0105,-0.0105,sl_intrabar,-0.0103309082185246,-0.0103309082185246,4.2518,0.0001,2023
1,-0.0104,-0.0104,sl_intrabar,-0.0095237797586695,-0.00999999999999987,7.0864,0.0,2023
1,-0.0103999999999999,-0.0103999999999999,sl_intrabar,-0.0099620418525546,-0.010000000000000155,7.0864,0.0,2023
1,0.0290900315386348,-0.5187107118720433,sl_intrabar,-0.0041619882991566,-0.0041619882991566,7.0864,0.0,2023
1,-0.0104999999999999,-0.0104999999999999,sl_intrabar,-0.0109668456236913,-0.0109668456236913,4.2518,0.0001,2023
1,-0.0104000000000001,-0.0104000000000001,sl_intrabar,-0.010463943102878,-0.010463943102878,7.0864,0.0,2023
1,-0.0103999999999999,-0.0103999999999999,sl_intrabar,-0.0107932300498856,-0.0107932300498856,7.0864,0.0,2023
1,-0.0115999999999999,-0.0115999999999999,sl_intrabar,-0.0100785340314136,-0.0100785340314136,7.0864,0.0012,2023
1,0.0422452695117032,0.0422452695117032,sl_intrabar,-0.0054311582171311,-0.0054311582171311,7.0864,0.0014,2023
1,0.0255883452388364,-0.4409864699529284,sl_intrabar,-0.006642234215897,-0.006642234215897,7.0864,0.0001,2023
1,-0.0104,-0.0104,sl_intrabar,-0.0102642576944313,-0.0102642576944313,4.2518,0.0,2023
1,-0.0104,-0.0104,sl_intrabar,-0.0102234393493649,-0.0102234393493649,4.2518,0.0,2023
1,-0.0103999999999999,-0.0103999999999999,sl_intrabar,-0.0100469440280714,-0.0100469440280714,4.2518,0.0,2023
1,0.0115063646193314,-0.14402981533699635,sl_intrabar,-0.0017356418695115,-0.0017356418695115,4.2518,0.0,2023
1,0.1439575719698448,0.1439575719698448,sl_intrabar,-0.0004921631481776,-0.0004921631481776,4.2518,0.0018,2023
1,0.026035883347324,0.026035883347324,sl_intrabar,-0.003712384941494,-0.003712384941494,4.2518,0.0006,2023
1,-0.0103999999999999,-0.0103999999999999,sl_intrabar,-0.0096224764975464,-0.009999999999999967,7.0864,0.0,2023
1,-0.0103999999999999,-0.0103999999999999,sl_intrabar,-0.0107745244679914,-0.0107745244679914,7.0864,0.0,2023
1,-0.0105,-0.0105,sl_intrabar,-0.0100189650176838,-0.0100189650176838,7.0864,0.0001,2023
1,-0.0104,-0.0104,sl_intrabar,-0.0102961997828447,-0.0102961997828447,7.0864,0.0,2023
1,0.0348386979131492,0.0348386979131492,sl_intrabar,-0.008065196687121,-0.008065196687121,7.0864,0.0008,2023
1,-0.0106,-0.0106,sl_intrabar,-0.0103213027748876,-0.0103213027748876,7.0864,0.0002,2023
1,-0.0103999999999999,-0.0103999999999999,sl_intrabar,-0.0097670435662251,-0.009999999999999993,7.0864,0.0,2023
1,0.049055828396167,0.049055828396167,sl_intrabar,-0.0051649600738122,-0.0051649600738122,7.0864,0.0014,2023
1,-0.0104,-0.0104,sl_intrabar,-0.0101060012711951,-0.0101060012711951,7.0864,0.0,2023
1,0.0204191888096279,-0.3151431664512049,sl_intrabar,-0.0055126022273704,-0.0055126022273704,7.0864,0.0,2023
1,-0.0105,-0.0105,sl_intrabar,-0.009927077866475,-0.010000000000000018,7.0864,0.0001,2023
1,0.036911232133939,-0.600397621822159,sl_intrabar,-0.0041249669931272,-0.0041249669931272,7.0864,0.0,2023
1,-0.0106,-0.0106,sl_intrabar,-0.0107855661898678,-0.0107855661898678,7.0864,0.0002,2023
1,0.022187245249535,-0.4008533354729707,sl_intrabar,-0.002231416265279,-0.002231416265279,7.0864,0.0,2023
1,0.0303492798147137,-0.45132116722654375,sl_intrabar,-0.0009228554966085,-0.0009228554966085,7.0864,0.0,2023
1,-0.0114999999999999,-0.0114999999999999,sl_intrabar,-0.0103244837758111,-0.0103244837758111,7.0864,0.0011,2023
1,-0.0107,-0.0107,sl_intrabar,-0.0096977909306986,-0.010000000000000016,7.0864,0.0003,2024
1,-0.0104,-0.0104,sl_intrabar,-0.0106826514101576,-0.0106826514101576,4.2518,0.0,2024
1,-0.0103999999999999,-0.0103999999999999,sl_intrabar,-0.0112257290651473,-0.0112257290651473,7.0864,0.0,2024
1,-0.0107,-0.0107,sl_intrabar,-0.0106647607384864,-0.0106647607384864,7.0864,0.0003,2024
1,-0.0106999999999999,-0.0106999999999999,sl_intrabar,-0.0106828057107386,-0.0106828057107386,4.2518,0.0003,2024
1,-0.0103999999999999,-0.0103999999999999,sl_intrabar,-0.0104367653418247,-0.0104367653418247,4.2518,0.0,2024
1,-0.0108999999999999,-0.0108999999999999,sl_intrabar,-0.0112262859378055,-0.0112262859378055,4.2518,0.0005,2024
1,0.0986723906872164,-1.7797247079465353,sl_intrabar,-0.0013561919446428,-0.0013561919446428,7.0864,0.0,2024
1,-0.0107,-0.0107,sl_intrabar,-0.0095254918097945,-0.010000000000000002,7.0864,0.0003,2024
-1,-0.0105,-0.0105,sl_intrabar,-0.0101231479158411,-0.0101231479158411,4.2518,0.0001,2024
-1,-0.0104999999999999,-0.0104999999999999,sl_intrabar,-0.0103790142506187,-0.0103790142506187,7.0864,0.0001,2024
-1,0.013007009612573,-0.05142647054728292,sl_intrabar,-0.0022528531886804,-0.0022528531886804,7.0864,0.0,2024
-1,0.0803385150061963,0.0803385150061963,sl_intrabar,-0.0054426356970391,-0.0054426356970391,4.2518,0.0021,2024
-1,-0.0105999999999999,-0.0105999999999999,sl_intrabar,-0.0102641016062756,-0.0102641016062756,4.2518,0.0002,2024
-1,0.0529406067666803,-1.0399847458436369,sl_intrabar,-0.0010830591889459,-0.0010830591889459,4.2518,0.0,2024
-1,-0.0104999999999999,-0.0104999999999999,sl_intrabar,-0.0097156165141906,-0.009999999999999998,4.2518,0.0001,2024
-1,-0.0105999999999999,-0.0105999999999999,sl_intrabar,-0.0102078071345459,-0.0102078071345459,4.2518,0.0002,2024
1,-0.0106,-0.0106,sl_intrabar,-0.0100273077709916,-0.0100273077709916,4.2518,0.0002,2024
1,-0.0103999999999999,-0.0103999999999999,sl_intrabar,-0.0104369277083245,-0.0104369277083245,4.2518,0.0,2024
1,-0.0104,-0.0104,sl_intrabar,-0.0093329123885005,-0.010000000000000064,4.2518,0.0,2024
1,0.0265263804220468,0.0265263804220468,sl_intrabar,-0.0033778322921717,-0.0033778322921717,4.2518,0.0009,2024
1,-0.0104999999999999,-0.0104999999999999,sl_intrabar,-0.0104230374071825,-0.0104230374071825,4.2518,0.0001,2024
1,0.2147736804748095,0.2147736804748095,sl_intrabar,-0.005108530008238,-0.005108530008238,4.2518,0.0035,2024
1,-0.0108,-0.0108,sl_intrabar,-0.0100477103835144,-0.0100477103835144,4.2518,0.0004,2024
1,-0.0104,-0.0104,sl_intrabar,-0.0106809520798726,-0.0106809520798726,7.0864,0.0,2024
1,-0.0104,-0.0104,sl_intrabar,-0.0095560546624225,-0.010000000000000005,4.2518,0.0,2024
1,0.0261404340643601,-0.3641192119193091,sl_intrabar,-0.0024097897463348,-0.0024097897463348,4.2518,0.0,2024
1,-0.0103999999999999,-0.0103999999999999,sl_intrabar,-0.009802570819514,-0.009999999999999941,4.2518,0.0,2024
1,-0.0105,-0.0105,sl_intrabar,-0.0102756902967998,-0.0102756902967998,7.0864,0.0001,2024
1,0.0159790653458799,-0.21064109954908877,sl_intrabar,-0.0056555118110236,-0.0056555118110236,7.0864,0.0001,2024
1,-0.0106999999999999,-0.0106999999999999,sl_intrabar,-0.0097007991475759,-0.009999999999999967,7.0864,0.0003,2024
1,0.1615717810944177,0.1615717810944177,sl_intrabar,-0.0015137736871595,-0.0015137736871595,4.2518,0.0017,2024
1,-0.0108,-0.0108,sl_intrabar,-0.0094234826176768,-0.010000000000000028,4.2518,0.0004,2024
1,-0.0103999999999999,-0.0103999999999999,sl_intrabar,-0.010180885286559,-0.010180885286559,4.2518,0.0,2024
1,-0.0104000000000001,-0.0104000000000001,sl_intrabar,-0.009142924250614,-0.010000000000000116,4.2518,0.0,2024
1,-0.0106999999999999,-0.0106999999999999,sl_intrabar,-0.0107355795699197,-0.0107355795699197,4.2518,0.0003,2024
1,-0.0108999999999999,-0.0108999999999999,sl_intrabar,-0.0098637286169902,-0.009999999999999988,4.2518,0.0005,2024
1,-0.0104999999999999,-0.0104999999999999,sl_intrabar,-0.0105549574976016,-0.0105549574976016,4.2518,0.0001,2024
1,-0.0107999999999999,-0.0107999999999999,sl_intrabar,-0.0103973562724897,-0.0103973562724897,4.2518,0.0004,2024
1,-0.0104,-0.0104,sl_intrabar,-0.0099171478784835,-0.01,4.2518,0.0,2024
1,-0.0103999999999999,-0.0103999999999999,sl_intrabar,-0.0104222441420935,-0.0104222441420935,4.2518,0.0,2024
1,-0.0104000000000001,-0.0104000000000001,sl_intrabar,-0.0099641459715283,-0.010000000000000113,4.2518,0.0,2024
1,-0.0104,-0.0104,sl_intrabar,-0.0114967235968123,-0.0114967235968123,4.2518,0.0,2024
1,0.0684657995639425,-0.9321843771145021,sl_intrabar,-0.0018536906319521,-0.0018536906319521,7.0864,0.0,2024
1,-0.0103999999999999,-0.0103999999999999,sl_intrabar,-0.0090905001365615,-0.009999999999999943,4.2518,0.0,2024
1,-0.0103999999999999,-0.0103999999999999,sl_intrabar,-0.009717952066096,-0.00999999999999993,4.2518,0.0,2024
1,-0.0103999999999999,-0.0103999999999999,sl_intrabar,-0.0100390958820583,-0.0100390958820583,7.0864,0.0,2024
1,-0.0103999999999999,-0.0103999999999999,sl_intrabar,-0.0083138506930649,-0.009999999999999986,7.0864,0.0,2024
1,-0.0103999999999999,-0.0103999999999999,sl_intrabar,-0.0100801034436078,-0.0100801034436078,7.0864,0.0,2024
1,-0.0104999999999999,-0.0104999999999999,sl_intrabar,-0.0095431506305427,-0.009999999999999943,7.0864,0.0001,2024
1,-0.0104999999999999,-0.0104999999999999,sl_intrabar,-0.0110815599581366,-0.0110815599581366,7.0864,0.0001,2024
1,0.0540298819406451,-0.7602682238766885,sl_intrabar,-0.0003933885346277,-0.0003933885346277,7.0864,0.0,2024
1,-0.0104,-0.0104,sl_intrabar,-0.0110967858082564,-0.0110967858082564,7.0864,0.0,2024
1,0.0894721569756966,0.0894721569756966,sl_intrabar,-0.0048131108770762,-0.0048131108770762,7.0864,0.0011,2024
1,-0.0105,-0.0105,sl_intrabar,-0.0097629951766099,-0.010000000000000096,7.0864,0.0001,2024
1,0.025329310038547,-0.3474055646944491,sl_intrabar,-0.0029726747582268,-0.0029726747582268,7.0864,0.0,2024
1,-0.0105,-0.0105,sl_intrabar,-0.0100704275449954,-0.0100704275449954,7.0864,0.0001,2024
1,-0.0106,-0.0106,sl_intrabar,-0.0100816814253708,-0.0100816814253708,7.0864,0.0002,2024
1,-0.0104,-0.0104,sl_intrabar,-0.0096303756038458,-0.010000000000000002,7.0864,0.0,2024
1,-0.0104,-0.0104,sl_intrabar,-0.0098130437714978,-0.010000000000000004,7.0864,0.0,2024
1,-0.0104,-0.0104,sl_intrabar,-0.0120556372165278,-0.0120556372165278,7.0864,0.0,2024
1,-0.0105,-0.0105,sl_intrabar,-0.009790530339096,-0.010000000000000132,7.0864,0.0001,2024
1,0.0892127704884248,0.0892127704884248,sl_intrabar,-0.0012019542829738,-0.0012019542829738,7.0864,0.0017,2024
1,0.0366139665739053,-0.27111150827651315,sl_intrabar,-0.0056704445366467,-0.0056704445366467,7.0864,0.0,2024
1,-0.0107,-0.0107,sl_intrabar,-0.0106666809339354,-0.0106666809339354,7.0864,0.0003,2024
1,-0.0104,-0.0104,sl_intrabar,-0.0091463238157187,-0.010000000000000012,7.0864,0.0,2024
1,-0.0104,-0.0104,sl_intrabar,-0.0108583108081116,-0.0108583108081116,7.0864,0.0,2024
-1,-0.0104,-0.0104,sl_intrabar,-0.010826798448444,-0.010826798448444,4.2518,0.0,2024
-1,-0.0103999999999999,-0.0103999999999999,sl_intrabar,-0.0095923917261418,-0.01000000000000007,4.2518,0.0,2024
-1,0.0688898872023688,-0.367402859757905,sl_intrabar,-0.0057827896959561,-0.0057827896959561,4.2518,0.0001,2024
-1,-0.0103999999999999,-0.0103999999999999,sl_intrabar,-0.0105526719999999,-0.0105526719999999,4.2518,0.0,2024
-1,0.0239251605281293,0.0239251605281293,sl_intrabar,-0.0080035891094912,-0.0080035891094912,7.0864,0.0004,2024
-1,-0.0104,-0.0104,sl_intrabar,-0.0099775824210668,-0.01000000000000003,7.0864,0.0,2024
-1,-0.0103999999999999,-0.0103999999999999,sl_intrabar,-0.009970294117647,-0.009999999999999997,7.0864,0.0,2024
-1,-0.0106,-0.0106,sl_intrabar,-0.0109527988848579,-0.0109527988848579,7.0864,0.0002,2024
-1,0.0591251510931561,-0.9965794677231319,sl_intrabar,-0.0067660678783455,-0.0067660678783455,7.0864,0.0001,2024
-1,-0.0104999999999999,-0.0104999999999999,sl_intrabar,-0.00968461068495,-0.009999999999999919,7.0864,0.0001,2024
-1,-0.0103999999999999,-0.0103999999999999,sl_intrabar,-0.0103052830593593,-0.0103052830593593,7.0864,0.0,2024
-1,0.047395544184959,0.047395544184959,sl_intrabar,-0.0054011593829217,-0.0054011593829217,7.0864,0.0007,2024
-1,0.0126069600640755,0.0126069600640755,sl_intrabar,-0.008088204193083,-0.008088204193083,4.2518,0.0005,2024
-1,-0.0103999999999999,-0.0103999999999999,sl_intrabar,-0.0099625276646813,-0.009999999999999969,4.2518,0.0,2024
-1,0.0143542507830783,0.0143542507830783,sl_intrabar,-0.0002559874361994,-0.0002559874361994,7.0864,0.0011,2024
-1,-0.0104,-0.0104,sl_intrabar,-0.0108791113315652,-0.0108791113315652,7.0864,0.0,2024
-1,-0.0105999999999999,-0.0105999999999999,sl_intrabar,-0.0095290933270749,-0.010000000000000097,7.0864,0.0002,2024
-1,-0.0104999999999999,-0.0104999999999999,sl_intrabar,-0.0095424652826592,-0.009999999999999959,7.0864,0.0001,2024
-1,-0.0104,-0.0104,sl_intrabar,-0.0095612968239627,-0.010000000000000005,7.0864,0.0,2024
-1,-0.0109,-0.0109,sl_intrabar,-0.0101743739928895,-0.0101743739928895,4.2518,0.0005,2024
-1,0.0367836200467753,0.0367836200467753,sl_intrabar,-0.0071688343024593,-0.0071688343024593,4.2518,0.0007,2024
-1,-0.0104,-0.0104,sl_intrabar,-0.009743329923504,-0.010000000000000009,7.0864,0.0,2024
